site,email,on_partner_domain
https://www.itgroup.pro,akorneeva@itgroup.pro,yes
https://www.itgroup.pro,mfadeeva@itgroup.pro,yes
https://www.itgroup.pro,1c@itgroup.pro,yes
https://www.itgroup.pro,sales@itgroup.pro,yes
https://www.sednagroup.ru,sedna.servis@sednagroup.ru,yes
https://www.vesuchet.ru,vesuchet@vesuchet.ru,yes
https://www.vesuchet.ru,info@vesuchet.ru,yes
https://www.softb.ru,mail@softb.ru,yes
https://icgroups.az,office@icgroups.az,yes
https://1c.gke.kz,info@gke.kz,yes
https://www.poproekt.ru,mail@poproekt.ru,yes
https://www.poproekt.ru,its@poproekt.ru,yes
https://www.poproekt.ru,sale@poproekt.ru,yes
https://www.amilen.ru,office@amilen.ru,yes
https://www.amilen.ru,support@amilen.ru,yes
https://www.amilen.ru,buh@amilen.ru,yes
https://cabinet.bellerage.ru,kedo@bellerage.com,no
https://itllekt.ru,mail@itllekt.ru,yes
https://www.smartex.by,info@smartex.by,yes
https://www.paltusov.ru,sales@paltusov.ru,yes
https://www.paltusov.ru,alexey@paltusov.ru,yes
https://www.paltusov.ru,its@paltusov.ru,yes
https://www.paltusov.ru,restoran@paltusov.ru,yes
https://dialogsoft.biz,sales@dialogsoft.biz,yes
https://igvlg.ru,1c@igvlg.ru,yes
https://igvlg.ru,doc@igvlg.ru,yes
https://awarus.ru,info@awarus.ru,yes
https://1vip.ru,info@1vip.ru,yes
https://ec-1c.ru,mail@ec-1c.ru,yes
https://www.1service.ru,info@1service.ru,yes
https://www.1service.ru,sales@1service.ru,yes
https://fincube.uz,info@fincube.uz,yes
https://elrosta.ru,elros@elrosta.ru,yes
https://elrosta.ru,iso@elrosta.ru,yes
https://www.alor-inteh.ru,info@alor-inteh.ru,yes
https://cds-co.ru,info@cds-co.ru,yes
https://www.maple.ru,1c@maple.ru,yes
https://www.maple.ru,info@maple.ru,yes
https://www.maple.ru,service@maple.ru,yes
https://vc-bsoft.ru,info@vc-bsoft.ru,yes
https://softprogress.ru,info@softprogress.ru,yes
https://mrcheck-1c.ru,info@ves841n3.beget.tech,no
https://mrcheck-1c.ru,kazan@mrcheck.ru,no
https://www.pra.ru,info@pra.ru,yes
https://it-leader.org,info@it-leader.org,yes
https://www.au-elista.ru,info@au-elista.ru,yes
https://www.systems36.ru,info@systems36.ru,yes
https://it-prof.by,office@it-prof.by,yes
https://it-prof.by,bitrix@it-prof.by,yes
https://it-prof.by,support@it-prof.by,yes
https://1-progress.kz,a.pastukhov@1-progress.kz,yes
https://1-progress.kz,h.a@1-progress.kz,yes
https://1-progress.kz,info@1-progress.kz,yes
https://1-progress.kz,y.ugolkov@1-progress.kz,yes
https://www.it-lite.ru,sales@it-lite.ru,yes
https://www.it-lite.ru,support@it-lite.ru,yes
https://www.it-lite.ru,partner@it-lite.ru,yes
https://infocompskov.ru,info@infocompskov.ru,yes
https://infocompskov.ru,nefedov@infocompskov.ru,yes
https://itfmobil.ru,kom@itfirm.ru,no
https://www.itdeploy.ru,contact@itdeploy.ru,yes
https://binom-perm.ru,mail@binom-perm.ru,yes
https://pkbasu.by,sales@pkbasu.by,yes
https://pkbasu.by,16@pkbasu.by,yes
https://pkbasu.by,pkbasu@pkbasu.by,yes
https://pkbasu.by,kladovpv@pkbasu.by,yes
https://agros-it.ru,agroservice-it@mail.ru,no
https://agros-it.ru,agros-it@mail.ru,no
https://www.1c-victory.ru,info@1c-victory.ru,yes
https://www.1c-victory.ru,spb@1c-victory.ru,yes
https://balanceprof.ru,info@balanceprof.ru,yes
https://iotos.dev,info@iotos.ru,no
https://iotos.dev,fran@iotos.ru,no
https://mirico.uz,info@mirico.uz,yes
https://rosskey.ru,as@rosskey.ru,yes
https://rosskey.ru,1c@rosskey.ru,yes
https://www.ecufa.ru,1c@ecufa.ru,yes
https://resconcept.ru,info@resconcept.ru,yes
https://www.sisystem.ru,sales@sisystem.ru,yes
https://intellect-resurs.ru,info@intellect-resurs.ru,yes
https://solvix72.ru,info@kpp72.ru,no
https://e-economy.by,info@e-economy.by,yes
https://e-economy.by,corp@e-economy.by,yes
https://www.softrum.ru,info@softrum.ru,yes
https://at-1c.ru,1c@at-nn.ru,no
https://us-prm.ru,sales@us-prm.ru,yes
https://g-kit.ru,info@g-kit.ru,yes
https://vclis.ru,sale@vclis.ru,yes
https://www.sodrk.ru,all@sodrk.ru,yes
https://1solution.uz,info@1solution.uz,yes
https://www.aspektorg.ru,info@aspektorg.ru,yes
https://www.solitonkg.ru,info@solitonkg.ru,yes
https://www.simbirsoft.com,request@simbirsoft.com,yes
https://www.simbirsoft.com,info@simbirsoft.com,yes
https://www.sorus.su,company@sorus.su,yes
https://legionsecurity.ru,legion@legionsecurity.ru,yes
https://1cvp.ru,info@1cvp.ru,yes
https://pstrateg.ru,msk@pstrateg.ru,yes
https://pstrateg.ru,yus@pstrateg.ru,yes
https://pstrateg.ru,spb@pstrateg.ru,yes
https://analitica-soft.ru,welcome@analitica.ru,no
https://bit-its.ru,bit-its@it4b.su,no
https://bit-its.ru,biznesit.bratsk@gmail.com,no
https://bit-its.ru,hotline@it4b.su,no
https://ask-prof.ru,ask@ask-prof.ru,yes
https://www.usk.ru,info@usk.ru,yes
https://www.usk.ru,moscow@usk.ru,yes
https://www.usk.ru,krasnodar@usk.ru,yes
https://www.usk.ru,voronezh@usk.ru,yes
https://www.usk.ru,saratov@usk.ru,yes
https://www.usk.ru,vladimir@usk.ru,yes
https://bellitm.com,info@bellitm.com,yes
https://www.softlab.su,support@softlab.su,yes
https://ritso.ru,am@ritso.ru,yes
https://www.iq-service.ru,info@iq1c.ru,no
https://orus.biz,info@orus.biz,yes
https://kompa-s.ru,kons@kompa-s.ru,yes
https://it48.ru,info@it48.ru,yes
https://evion-hr.ru,sale@ev-group.ru,no
https://ask-in.ru,info@ask-in.ru,yes
https://budgetplus.ru,budgetpls@yandex.ru,no
https://cpo-status.ru,cpo_status@mail.ru,no
https://1c.itat.ru,1c@i-tat.ru,no
https://софтинфо.рф,soft-info@rambler.ru,no
https://cdo-global.ru,info@cdo-global.ru,yes
https://it-tyumen.ru,1c@in-tech.ru,no
https://bsrpro.ru,office@bsrpro.ru,yes
https://www.sovetnik44.ru,info@cov1c.ru,no
https://www.comp-t.ru,comp_tech@list.ru,no
https://aliit.ru,info@aliit.ru,yes
https://www.git-c.ru,info@it-metrica.ru,no
https://futureit.ru,sales@futureit.ru,yes
https://globalmes.ru,info@globalmes.ru,yes
https://lprit.ru,info@lprit.ru,yes
https://www.impuls-ivc.ru,d1@impuls-ivc.ru,yes
https://www.impuls-ivc.ru,butl@impuls-ivc.ru,yes
https://www.impuls-ivc.ru,d3@impuls-ivc.ru,yes
https://www.impuls-ivc.ru,d8@impuls-ivc.ru,yes
https://www.impuls-ivc.ru,d5@impuls-ivc.ru,yes
https://www.impuls-ivc.ru,impuls@impuls-ivc.ru,yes
https://www.impuls-ivc.ru,order@impuls-ivc.ru,yes
https://www.impuls-ivc.ru,hline@impuls-ivc.ru,yes
https://www.impuls-ivc.ru,lan@impuls-ivc.ru,yes
https://www.impuls-ivc.ru,rkr@impuls-ivc.ru,yes
https://www.impuls-ivc.ru,partner@impuls-ivc.ru,yes
https://sr74.ru,office@sr74.ru,yes
https://www.ershovcenter.ru,info@ershovcenter.ru,yes
https://bstek.ru,info@bstek.ru,yes
https://mial-soft.ru,mial-soft@mail.ru,no
https://ivbvgroup.ru,info@ivbvgroup.ru,yes
https://bcobninsk.ru,inbox@bcobninsk.ru,yes
https://bcobninsk.ru,1cbo@bcobninsk.ru,yes
https://softteampro.uz,info@softteampro.uz,yes
https://www.rit-group.ru,client@rit-group.ru,yes
https://1concept.ru,info@1concept.ru,yes
https://net-consult.ru,sales@net-consult.ru,yes
https://portal-z.ru,manager@portal-z.ru,yes
https://cleverbp.ru,help@cleverbp.ru,yes
https://osnova-it.ru,info@osnova-it.ru,yes
https://itob.ru,info@itob.ru,yes
https://itob.ru,sale@itob.ru,yes
https://itob.ru,support@itob.ru,yes
https://www.itburo.org,info@itburo.org,yes
https://logasoftspb.ru,sale@logasoft.ru,no
https://logasoftspb.ru,centr1c-spb@logasoft.ru,no
https://www.vachkons.ru,eov@vachkons.ru,yes
https://daxgroup.kz,info@daxgroup.ru,no
https://daxgroup.kz,info@daxgroup.kg,no
https://daxgroup.kz,info@dax-group.kz,no
https://com-pro.ru,info@com-pro.ru,yes
https://bp1c.ru,businesspuls.1c@gmail.com,no
https://gem.kz,gem@gem.kz,yes
https://www.evminform.ru,mail@evminform.ru,yes
https://nastroyss.ru,info@lgks.ru,no
https://24specialist.ru,mail@24specialist.ru,yes
https://itrang.ru,info@itrang.ru,yes
https://bmt1c.ru,info@bmt1c.ru,yes
https://bmt1c.ru,support@bmt1c.ru,yes
https://1cca.ru,zakaz@1cca.ru,yes
https://xn----7sbybc6agioz.xn--p1ai,office@it-profi.su,no
https://www.geekspace.ru,zapros@geekspace.ru,yes
https://www.geekspace.ru,marketing@geekspace.ru,yes
https://www.geekspace.ru,partners@geekspace.ru,yes
https://elit1c.ru,info@elit1c.ru,yes
https://prof-it.ru,helpdesk@prof-it.ru,yes
https://prof-it.ru,haleevra@prof-it.ru,yes
https://prof-it.ru,irene@prof-it.ru,yes
https://prof-it.ru,olga@prof-it.ru,yes
https://prof-it.ru,koulych@prof-it.ru,yes
https://prof-it.ru,smeta@prof-it.ru,yes
https://105.ooo,105@koderline.com,no
https://105.ooo,vovodkov@koderline.com,no
https://105.ooo,ovodkovv@yandex.ru,no
https://www.uvelirsoft.ru,info@uvelirsoft.ru,yes
https://www.uvelirsoft.ru,hotline@uvelirsoft.ru,yes
https://www.uvelirsoft.ru,makd@uvelirsoft.ru,yes
https://1c.platforma-it.ru,info@platforma-it.ru,yes
https://www.kac.kz,kac@kac.kz,yes
https://www.kac.kz,astana@kac.kz,yes
https://www.kac.kz,sulimiy@kac.kz,yes
https://sps-office.ru,sps-office@mail.ru,no
https://www.vcformula.ru,office@vcformula.ru,yes
https://1c-antares.ru,help@1c-antares.ru,yes
https://north-soft.ru,info@north-soft.ru,yes
https://ericos-csp.ru,smetahl@ericos-csp.ru,yes
https://ericos-csp.ru,smeta@ericos-csp.ru,yes
https://uspeh-1c.ru,1c_uspeh@mail.ru,no
https://bsp.tagras.ru,bsplatforma@tagras.ru,yes
https://bsp.tagras.ru,proresurs@tagras.ru,yes
https://vazs.ru,info@insoftlada.ru,no
https://www.inkast.ru,info@inkast.ru,yes
https://veleres.ru,info@veleres.ru,yes
https://vladivostok.abcraftgroup.ru,office@abcraft.ru,no
https://vladivostok.abcraftgroup.ru,prim@abcraft.ru,no
https://www.tristar-company.kz,soft@tristar-company.kz,yes
https://www.kbdk.ru,info@kbdk.ru,yes
https://adma1c.ru,nt@adma1c.ru,yes
https://goliath-gk.ru,info@goliath-gk.ru,yes
https://www.proftek.org,info@proftek.org,yes
https://www.proftek.org,nfo@proftek.org,yes
https://www.intel-way.ru,hotline@intel-way.ru,yes
https://real-bs.ru,hotline@real-bs.ru,yes
https://www.inform-vs.ru,info@inform-vs.ru,yes
https://www.bonne.az,office@bonne.az,yes
https://genzis.ru,info@genzis.ru,yes
https://imc-s.ru,novikov@imc-s.ru,yes
https://imc-s.ru,popov@imc-s.ru,yes
https://imc-s.ru,smi@imc-s.ru,yes
https://imc-s.ru,lomakind@imc-s.ru,yes
https://imc-s.ru,pirogkov@imc-s.ru,yes
https://imc-s.ru,knutov@imc-s.ru,yes
https://imc-s.ru,zubkov@imc-s.ru,yes
https://imc-s.ru,bukin@imc-s.ru,yes
https://imc-s.ru,lozinskaya@imc-s.ru,yes
https://imc-s.ru,lomakin@imc-s.ru,yes
https://imc-s.ru,gurievva@imc-s.ru,yes
https://imc-s.ru,basenkov@imc-s.ru,yes
https://imc-s.ru,makarova@imc-s.ru,yes
https://imc-s.ru,kramarov@imc-s.ru,yes
https://imc-s.ru,kadry@imc-s.ru,yes
https://imc-s.ru,support@imc-s.ru,yes
https://imc-s.ru,imc@imc-s.ru,yes
https://a-atr.ru,1c@a-atr.ru,yes
https://1c.consult-info.ru,sales@consult-info.ru,yes
https://infogs.ru,info@infogs.ru,yes
https://codelab.az,info@codelab.az,yes
https://alsn.ru,mail@alsn.ru,yes
https://neximus.pro,info@neximus.pro,yes
https://nevapos.ru,zakaz@nevapos.ru,yes
https://nevapos.ru,info@nevapos.ru,yes
https://itc-kzn.ru,itc@itc-kzn.ru,yes
https://aamc.ru,info@almazantey.ru,no
https://aamc.ru,contact@site.com,no
https://aamc.ru,support@almazantey.ru,no
https://aamc.ru,ospnn@almazantey.ru,no
https://www.partner-c.ru,info@partner-c.ru,yes
https://univer-team.ru,info@univer-team.ru,yes
https://gcmy.ru,info@gcmy.ru,yes
https://atikom.ru,info@atikom.ru,yes
https://it-digit.ru,sales@it-digit.ru,yes
https://d-vr.ru,aorlov@d-vr.ru,yes
https://kutniy.ru,1c@kutniy.ru,yes
https://ik46.ru,info@ik46.ru,yes
https://www.k2consulting.kz,info@k2consulting.kz,yes
https://www.alfaprof.ru,alfprof@yandex.ru,no
https://www.krista-plus.ru,info@krista-plus.ru,yes
https://8ka.by,info@8ka.by,yes
https://xondev.ru,sales@xondev.ru,yes
https://it-lab73.ru,info@it-lab73.ru,yes
https://fianit-1c.ru,vis-23@mail.ru,no
https://romanova-1s.ru,chita1c-romanova@mail.ru,no
https://skca.ru,info@skca.ru,yes
https://www.programmist.kz,info@programmist.kz,yes
https://asyst-pro.ru,info@asyst-pro.ru,yes
https://siam-consult.ru,info@siam-consult.ru,yes
https://jukola-info.ru,1c@jukola-info.ru,yes
https://ktsoft.info,zakaz@1c-kt.ru,no
https://ktsoft.info,sales@1c-kt.ru,no
https://trbyte.ru,info@trbyte.ru,yes
https://arbiz-1c.ru,info@arbiz-1c.ru,yes
https://softlider.md,softlider.sales@gmail.com,no
https://softlider.md,hotline@soft-lider.md,no
https://lasnet.ru,info@lasnet.ru,yes
https://smarttec.kz,info@smarttec.kz,yes
https://it-kosmos.ru,mail@it-kosmos.ru,yes
https://it-kosmos.ru,zueva@it-kosmos.ru,yes
https://it-kosmos.ru,adiyatov@it-kosmos.ru,yes
https://baim.az,sales@baim.az,yes
https://www.itan.ru,info@itan.ru,yes
https://www.itan.ru,ma@itan.ru,yes
https://www.itan.ru,sa@itan.ru,yes
https://nw1c.ru,dokfran@nw1c.ru,yes
https://irbis-soft.kz,info@irbissoft.kz,no
https://mkskzn.ru,support@mkskzn.ru,yes
https://bsens.ru,info@bsens.ru,yes
https://rscons.ru,info@rscons.ru,yes
https://rscons.ru,332331@rscons.ru,yes
https://asoft.ooo,info@asoft.ooo,yes
https://bpr.by,office@bpr.by,yes
https://1c.bmgspb.ru,1c@bmgspb.ru,yes
https://1c.bmgspb.ru,1csupport@bmgspb.ru,yes
https://dis-com.ru,info@dis-com.ru,yes
https://cub-it.ru,ooo_cau@mail.ru,no
https://cm45.ru,help@cm45.ru,yes
https://cm45.ru,fresh@cm45.ru,yes
https://www.ros-elcom.ru,roselcom@yandex.ru,no
https://www.softway.kz,office@softway.kz,yes
https://itvolga.net,zakaz@itvolga.net,yes
https://799000.ru,info@799000.ru,yes
https://www.tezsoft.tj,info@tezsoft.tj,yes
https://astra1c.ru,101@astra1c.ru,yes
https://www.gela-it.ru,ger@gela-it.ru,yes
https://www.m1c.ru,hline@m1c.ru,yes
https://www.m1c.ru,market@m1c.ru,yes
https://www.m1c.ru,info@m1c.ru,yes
https://www.ugraservice.ru,ugra-servis@mail.ru,no
https://www.kollegia.biz,1c@kollegia.biz,yes
https://www.coralway.ru,info@coralway.ru,yes
https://www.coralway.ru,v.abramov@coralway.ru,yes
https://www.coralway.ru,pavel@coralway.ru,yes
https://www.coralway.ru,s.galina@coralway.ru,yes
https://www.coralway.ru,i.ivanova@coralway.ru,yes
https://fran.f-chain.com,baku@f-chain.com,yes
https://www.alfanika.com,info@alfanika.com,yes
https://profit-ug.ru,info@profit-ug.ru,yes
https://1citbs.ru,info@1citbs.ru,yes
https://mediaconsalt.ru,mk@mediaconsalt.ru,yes
https://newizm.ru,info@newizm.ru,yes
https://gtcon.ru,info@gtcon.ru,yes
https://www.it-roden.ru,roden@it-roden.ru,yes
https://www.intro-c.ru,info@intro-c.ru,yes
https://www.intervolga.ru,sale@intervolga.ru,yes
https://www.intervolga.ru,stepan@intervolga.ru,yes
https://www.intervolga.ru,ak@intervolga.ru,yes
https://www.intervolga.ru,daniil.nesterov@intervolga.ru,yes
https://www.intervolga.ru,kugatova@intervolga.ru,yes
https://www.intervolga.ru,aleksei.shulgin@intervolga.ru,yes
https://www.intervolga.ru,svetlana.filyushkina@intervolga.ru,yes
https://www.intervolga.ru,ka@intervolga.ru,yes
https://www.intervolga.ru,dunaev@intervolga.ru,yes
https://www.intervolga.ru,info@intervolga.ru,yes
https://www.intervolga.ru,igor.safonov@intervolga.ru,yes
https://ppconsult.ru,info@ppconsult.ru,yes
https://zapsib.it,info@zapsib.it,yes
https://www.profite.ru,office@profite.ru,yes
https://horus37.ru,info@horus37.ru,yes
https://1kit.pro,sale@1kit.pro,yes
https://1kit.pro,support@1kit.pro,yes
https://www.summa-t.ru,info@summa-t.ru,yes
https://systeomica.ru,1c@tg56.ru,no
https://systeomica.ru,info@tg56.ru,no
https://systeomica.ru,ivanivanich@mail.ru,no
https://softrise.pro,info@softrise.pro,yes
https://abmsoft.ru,info@abmsoft.ru,yes
https://balanskb.ru,info@balanskb.ru,yes
https://service-ms24.ru,info@service-ms24.ru,yes
https://incora-penza.ru,inkora-penza@yandex.ru,no
https://viant.ru,info@viant.ru,yes
https://might24.ru,info@might24.ru,yes
https://ridos-consulting.ru,info@ridos-consulting.ru,yes
https://avpkirov.ru,1c@avpkirov.ru,yes
https://teh-polis.ru,info@teh-polis.ru,yes
https://eva-soft.ru,info@eva-soft.ru,yes
https://www.бэст43.рф,bestservis1@yandex.ru,no
https://www.бэст43.рф,e-mail@yandex.ru,no
https://erbica.ru,arbuzov@erbica.ru,yes
https://erbica.ru,contact@erbica.ru,yes
https://azbuka-soft.ru,info@azbuka-soft.ru,yes
https://suab.ru,mail@suab.ru,yes
https://suab.ru,bitrix@suab.ru,yes
https://www.ors.kz,office@ors.kz,yes
https://www.ors.kz,t_chokan@ors.kz,yes
https://www.ors.kz,its@ors.kz,yes
https://www.keysoft.su,info@keysoft.su,yes
https://uprinform.ru,hr@uprinform.ru,yes
https://uprinform.ru,info@uprinform.ru,yes
https://buhkod.ru,its@buhkod.ru,yes
https://dsgconsult.ru,sales@dsgconsult.ru,yes
https://velesplus.ru,info@velesplus.ru,yes
https://www.bivr.ru,1c@bivr.ru,yes
https://белыйкод.рф,support@diera.ru,no
https://белыйкод.рф,info@w-code.ru,no
https://www.elsoft-group.ru,info@elsoft-group.ru,yes
https://buhconsulting.com,info@buhconsulting.com,yes
https://998599.ru,irksalon@mail.ru,no
https://www.region-soft.com,mail@region-soft.com,yes
https://www.soft-serv.ru,info@soft-serv.ru,yes
https://www.1cteh.ru,info@1cteh.ru,yes
https://www.infocraft.ru,info@infocraft.ru,yes
https://www.infocraft.ru,partner@infocraft.ru,yes
https://www.infocraft.ru,k@infocraft.ru,yes
https://www.avangardb.ru,1c@avangardb.ru,yes
https://itsvsem.ru,lk@itsvsem.ru,yes
https://itsvsem.ru,info@itsvsem.ru,yes
https://itsvsem.ru,spb@itsvsem.ru,yes
https://itsvsem.ru,krasnodar@itsvsem.ru,yes
https://itsvsem.ru,rostov@itsvsem.ru,yes
https://itsvsem.ru,nnovgorod@itsvsem.ru,yes
https://itsvsem.ru,ekburg@itsvsem.ru,yes
https://xn----stbdlbsb.xn--p1ai,info@kolosufa.ru,no
https://xn----stbdlbsb.xn--p1ai,hr@kolosufa.ru,no
https://xn----stbdlbsb.xn--p1ai,zakaz@kolosufa.ru,no
https://k-service44.ru,info@k-service44.ru,yes
https://sm-solution.ru,info@sm-solution.ru,yes
https://sm-solution.ru,hr@sm-solution.ru,yes
https://www.inform-th.ru,mailbox@inform-th.ru,yes
https://mobius-it.ru,info@mobius-it.ru,yes
https://mobius-it.ru,career@mobius-it.ru,yes
https://mobius-it.ru,pr@mobius-it.ru,yes
https://mobius-it.ru,sales@mobius-it.ru,yes
https://mobius-it.ru,partners@mobius-it.ru,yes
https://mobius-it.ru,percall@mobius-it.ru,yes
https://itec.kz,sales@itec.kz,yes
https://itec.kz,infomail@itec.kz,yes
https://www.softlab.ru,sales@softlab.ru,yes
https://www.softlab.ru,support@softlab.ru,yes
https://www.softlab.ru,press@softlab.ru,yes
https://www.softlab.ru,hr@softlab.ru,yes
https://cifp.ru,sales@cifp.ru,yes
https://cifp.ru,info@cifp.ru,yes
https://byteon.ru,1c@byteon.ru,yes
https://soft34.ru,sales@soft34.ru,yes
https://framedigital.ru,info@framedigi.com,no
https://ant-konsalt.ru,info@ant-konsalt.ru,yes
https://ant-konsalt.ru,a.fryantsev@ant-konsalt.ru,yes
https://everest-1s.pro,tarasov@everest-1s.pro,yes
https://www.audit-buro.ru,1c@audit-buro.ru,yes
https://it-klin.ru,info@it-klin.ru,yes
https://soft-solutions.pro,info@soft-solutions.pro,yes
https://www.v8-ivs.ru,1c@ivsperm.ru,no
https://1s.msk.ru,info@1s.msk.ru,yes
https://1cmd.ru,1@1cmd.ru,yes
https://soft12.ru,info@soft12.ru,yes
https://sit21.ru,its@sit21.ru,yes
https://goodprog.by,1c_mogilev@mail.ru,no
https://www.ikrit.ru,info@ikrit.ru,yes
https://1const.ru,avzheleznov@yandex.ru,no
https://www.softmash.ru,info@softmash.ru,yes
https://ukds.kz,info@ukds.kz,yes
https://ivstark.ru,support@ivstark.ru,yes
https://ibm-pro.kz,aa@ibm-pro.kz,yes
https://sferait.info,hr@sferait.info,yes
https://atom26.ru,zakaz@atom26.ru,yes
https://atom26.ru,info@atom26.ru,yes
https://uno-s.ru,info@uno-s.ru,yes
https://infosy.ru,lk@infosy.ru,yes
https://itjet24.ru,itjet24@yandex.ru,no
https://istep76.ru,sales@istep76.ru,yes
https://www.atlantsoft.ru,info@atlantsoft.ru,yes
https://sab.expert,ivan.petrin@sab.expert,yes
https://sab.expert,office@sab.expert,yes
https://1s-noginsk.ru,1s-noginsk@mail.ru,no
https://1s-noginsk.ru,statuscompany@mail.ru,no
https://www.1clogic.md,business@1clogic.md,yes
https://www.1clogic.md,sales@1clogic.md,yes
https://www.1clogic.md,contabil@1clogic.md,yes
https://www.1clogic.md,a.shevcic@1clogic.md,yes
https://fortex-service.ru,info@fs1c.ru,no
https://fortex-service.ru,site@fs1c.ru,no
https://ascan.su,support@ascan.su,yes
https://ascan.su,sale@ascan.su,yes
https://citrus1c.ru,sale@citrus1c.ru,yes
https://itbns.ru,info@itbns.ru,yes
https://it-premier.ru,info@it-premier.ru,yes
https://it-premier.ru,support@it-premier.ru,yes
https://sitproject.ru,info@sitproject.ru,yes
https://www.rg.kg,info@rg.kg,yes
https://craft-code.ru,info@craft-code.ru,yes
https://www.1soft.ru,post@1soft.ru,yes
https://neo43.ru,bestservice-budget@ya.ru,no
https://neo43.ru,neoservice43@ya.ru,no
https://www.kvolitek.ru,info@kvolitek.ru,yes
https://stm-1c.ru,info@stm-1c.ru,yes
https://dpc.by,office@dpc.by,yes
https://dpc.by,sales@dpc.by,yes
https://dpc.by,hotline@dpc.by,yes
https://market-master.ru,sale@market-master.ru,yes
https://market-master.ru,to@market-master.ru,yes
https://strimsib.ru,info@strimsib.ru,yes
https://strimsib.ru,buh@strimsib.ru,yes
https://avis-soft.ru,1c@avis-soft.ru,yes
https://antds.ru,helpdesk@antds.ru,yes
https://antds.ru,toir.support@antds.ru,yes
https://antds.ru,info@antds.ru,yes
https://antds.ru,sales@antds.ru,yes
https://antds.ru,press@antds.ru,yes
https://www.baltexpert39.ru,info@baltexpert39.ru,yes
https://www.baltexpert39.ru,m.mustaev@baltexpert39.ru,yes
https://www.baltexpert39.ru,p.kuznetsov@baltexpert39.ru,yes
https://www.vt-soft.ru,hightechnologies@yandex.ru,no
https://eftech.ru,info@eftech.ru,yes
https://komanda.it,info@komanda.it,yes
https://techno-cr.ru,info@techno-cr.ru,yes
https://itkonus.ru,consult@itkonus.ru,yes
https://ooo-everest.ru,info@ooo-everest.ru,yes
https://creative-grp.ru,info@creative-grp.ru,yes
https://innostage-group.ru,info@innostage-group.ru,yes
https://innostage-group.ru,press@innostage-group.ru,yes
https://innostage-group.ru,u003einfo@innostage-group.ru,yes
https://soft-progress.ru,info@soft-progress.ru,yes
https://www.pks59.ru,zakaz@pks59.ru,yes
https://docsoft.ru,doctorsoft@yandex.ru,no
https://www.intaris.ru,info@intaris.ru,yes
https://www.intaris.ru,job@intaris.ru,yes
https://www.intaris.ru,tikhomirova@intaris.ru,yes
https://www.it-prospect.ru,info@it-prospect.ru,yes
https://1c-prem.ru,info@1c-prem.ru,yes
https://1c-prem.ru,corp@1c-prem.ru,yes
https://www.ersys.ru,riv@ersys.ru,yes
https://www.ersys.ru,office@ersys.ru,yes
https://2cs.kz,competentsolutions@1cs.kz,no
https://2cs.kz,sales@1cs.kz,no
https://bs-soft.org,info@in-soft.ru,no
https://www.iskra-s.ru,iskra-s@bk.ru,no
https://www.cptria.ru,info@cptria.ru,yes
https://atomatix.ru,info@atomatix.ru,yes
https://atomatix.ru,order@atomatix.ru,yes
https://atomatix.ru,support@atomatix.ru,yes
https://www.artteg.ru,artteg@artteg.ru,yes
https://www.sp-omsk.ru,info@sp-omsk.ru,yes
https://www.integracia.kz,info@integracia.kz,yes
https://denvic.ru,sale@denvic.ru,yes
https://kompas-kolomna.ru,otd_1c@kompas-kolomna.ru,yes
https://sapastd.kz,sapa-std@mail.ru,no
https://plussoft.uz,info@plussoft.uz,yes
https://www.andi24.ru,info@andi24.ru,yes
https://jinnvl.ru,office@jinnvl.ru,yes
https://www.avmsky.ru,sales@avmskay.ru,no
https://business-tech.ru,bt@business-tech.ru,yes
https://it-tehcon.ru,hello@it-tehcon.ru,yes
https://dclouds.ru,info@dclouds.ru,yes
https://dclouds.ru,sales@dclouds.ru,yes
https://dclouds.ru,pr@dclouds.ru,yes
https://dclouds.ru,hr@dclouds.ru,yes
https://mediana1c.ru,info@mediana1c.ru,yes
https://argunsoft.1c-umi.ru,info@argunsoft.ru,no
https://link.am,info@link.am,yes
https://www.5-25.ru,ib@5-25.ru,yes
https://www.5-25.ru,center2@5-25.ru,yes
https://www.5-25.ru,1c@5-25.ru,yes
https://www.5-25.ru,big@5-25.ru,yes
https://www.5-25.ru,garant@5-25.ru,yes
https://www.5-25.ru,ctrl@5-25.ru,yes
https://www.5-25.ru,podpis@5-25.ru,yes
https://www.5-25.ru,director9@5-25.ru,yes
https://www.5-25.ru,director4@5-25.ru,yes
https://ecom1c.ru,sale@ecom1c.ru,yes
https://ecom1c.ru,algol@ecom1c.ru,yes
https://rusteh.info,1c@rusteh.info,yes
https://www.sol-comp.ru,mail@sol-comp.ru,yes
https://www.sol-comp.ru,sales@sol-comp.ru,yes
https://sibca.ru,info@sibca.ru,yes
https://c5-it.ru,info@c5-it.ru,yes
https://www.timesoft.ru,hotline@timesoft.ru,yes
https://www.timesoft.ru,seminar@timesoft.ru,yes
https://prime1s.ru,info@prime1s.ru,yes
https://ittreid.ru,support@ittreid.ru,yes
https://itgro.ru,itgro@itgro.ru,yes
https://itgro.ru,olp@itgro.ru,yes
https://valtree.ru,support@valtree.ru,yes
https://icon-nvr.ru,hello@icon-nvr.ru,yes
https://c-prof.kz,info@c-prof.kz,yes
https://bprog.by,info@bprog.by,yes
https://itservice-pro.ru,help@itservice-pro.ru,yes
https://www.bt.ru,info@bt.ru,yes
https://www.buhoffice.ru,info@buhoffice.ru,yes
