site,email,is_partner_domain,error
https://astondevs.ru,info@astondevs.ru,yes,
https://sla-v.ru,info@sla-v.ru,yes,
https://www.itrp.ru,1c@itrp.ru,yes,
https://www.itrp.ru,1@mail.ru,no,
https://www.als-krsn.ru,,,
https://support.infostart.ru,support@infostart.ru,yes,
https://1с-ижтиси.рф,sale@1c-izhtc.ru,no,
https://trio-1c.ru,crm@trio-1c.ru,yes,
https://www.kiji.ru,kiji@kiji.ru,yes,
https://www.kiji.ru,cso@kiji.ru,yes,
https://www.kiji.ru,torg@kiji.ru,yes,
https://www.kiji.ru,xxx@xxx.xxx,no,
https://1cnc.ru,,,
https://axm.kz,,,
https://www.syspod.ru,mail@syspod.ru,yes,
https://tnext.ru,sales@tnext.ru,yes,
https://www.softmaster.kz,info@softmaster.kz,yes,
https://www.grnt.ru,info@grnt.ru,yes,
https://geones.ru,geospektor.1c@yandex.ru,no,
https://ekos-spb.ru,,,
https://raketa.im,start@raketa.im,yes,
https://www.kopak.ru,kopak@kopak.ru,yes,
https://www.ard-service.ru,,,
https://www.intechsoft.ru,info@intechsoft.ru,yes,
https://activelogic.ru,info@activelogic.ru,yes,
https://activelogic.ru,marketing@activelogic.ru,yes,
https://activelogic.ru,sd@activelogic.ru,yes,
https://www.diocon.ru,info@diocon.ru,yes,
https://www.soft.umans.ru,umans@umans.ru,yes,
https://www.avt-1c.ru,,,
https://scloud.ru,help@scloud.ru,yes,
https://www.integrate1c.ru,,,
https://uptime39.ru,info@uptime39.ru,yes,
https://it-1c.ru,it@it-1c.ru,yes,
https://it-1c.ru,amakarov@it1c.com,no,
https://nordis29.ru,,,
https://erpcompany.kz,office@erpcompany.kz,yes,
https://profit48.ru,info@profit48.ru,yes,
https://www.reshenie-n.ru,office@reshenie-n.ru,yes,
https://sofros.ru,info@sofros.ru,yes,
https://sofros.ru,esb_support@sofros.ru,yes,
https://sofros.ru,support@sofros.ru,yes,
https://sofros.ru,ceo@sofros.ru,yes,
https://pgram.ru,info@pgram.ru,yes,
https://pgram.ru,1c@pgram.ru,yes,
https://pgram.ru,gz@pgram.ru,yes,
https://pgram.ru,eamirova@pgram.ru,yes,
https://pgram.ru,edu@pgram.ru,yes,
https://www.soft.natm.ru,1c@soft-vn.ru,no,
https://www.astele.ru,,,
https://systema-plus.ru,systema@systema-plus.ru,yes,
https://systema-plus.ru,onec@anapa1c.ru,no,
https://www.e-s.by,crm@e-s.by,yes,
https://www.soft-everest.ru,info@soft-everest.ru,yes,
https://www.soft-everest.ru,7034242@mail.ru,no,
https://vprogers.ru,1c@koderline.com,no,
https://vprogers.ru,1c@vprogers.ru,yes,
https://www.bsomsk.ru,,,
https://www.itsdv.ru,,,
https://itplatforma.ru,mail@itplatforma.ru,yes,
https://www.ads-soft.ru,sale@ads-soft.ru,yes,
https://www.ads-soft.ru,support@ads-soft.ru,yes,
https://www.ads-soft.ru,mfo_kpk@ads-soft.ru,yes,
https://www.ads-soft.ru,lombard@ads-soft.ru,yes,
https://940000.ru,info@940000.ru,yes,
https://940000.ru,1cbo@940000.ru,yes,
https://www.alsoft.spb.ru,,,
https://www.vdc-1c.ru,,,
https://www.aiggroup.ru,,,
https://www.katran-psk.ru,info@katran-psk.ru,yes,
https://1cniki.ru,,,
https://tehinform.pro,1c@tehinform.pro,yes,
https://isvs1c.ru,info@isvs1c.ru,yes,
https://www.obsidian1c.ru,,,
https://www.softassistant.ru,,,
https://practicon.ru,info@practicon.ru,yes,
https://apis21.com,,,
https://www.uik.su,info@uik.su,yes,
https://www.uik.su,tyurin@uik.su,yes,
https://www.uik.su,karpekina@uik.su,yes,
https://www.uik.su,vorosova@uik.su,yes,
https://www.uik.su,bodrova@uik.su,yes,
https://www.ruresh.ru,welcome@ruresh.ru,yes,
https://www.ruresh.ru,andrey.vladimirov@ruresh.ru,yes,
https://www.ruresh.ru,example@domain.ru,no,
https://itbsc.ru,bsc@kamaz.ru,no,
https://itbsc.ru,compliance@kamaz.org,no,
https://www.vaniev.kz,info@vaniev.kz,yes,
https://fr.magdv.com,1c@magdv.com,yes,
https://fr.magdv.com,maginfo@magdv.com,yes,
https://1ccrm.com,,,
https://acsys.by,sales@acsys.by,yes,
https://acsys.by,support@acsys.by,yes,
https://www.chernozemie-inteko.ru,,,
https://www.geosoft-ek.ru,info@geosoft-ek.ru,yes,
https://aitis.pro,1c@aitis.pro,yes,
https://www.boatswain.ru,,,
https://www.infotex.ru,mail@infotex.ru,yes,
https://www.infotex.ru,servise@infotex.ru,yes,
https://www.infotex.ru,service@infotex.ru,yes,
https://wels1c.ru,sale.wels@yandex.ru,no,
https://www.umko.ru,,,
https://iasdigital.ru,digital@i-ias.ru,no,
https://iasdigital.ru,info.digital@i-ias.ru,no,
https://www.aktorg.ru,sales@aktorg.ru,yes,
https://bexpert.ru,generalovao@bexpert.ru,yes,
https://bexpert.ru,martyshovao@bexpert.ru,yes,
https://bexpert.ru,likhoborovan@bexpert.ru,yes,
https://bexpert.ru,zhukoval@bexpert.ru,yes,
https://bexpert.ru,kuleshovb@bexpert.ru,yes,
https://mllm.group,marketing@mllm.group,yes,
https://mllm.group,hr@mllm.group,yes,
https://mllm.group,sales@mllm.group,yes,
https://www.1c-kb.ru,,,
https://it-expertise.ru,info@it-expertise.ru,yes,
https://www.cinimex.ru,info@cinimex.ru,yes,
https://www.legasoft.ru,info@legasoft.ru,yes,
https://mkskom.ru,feedback@mkskom.ru,yes,
https://cmptm.ru,,,
https://tak-soft.ru,info@tak-soft.ru,yes,
https://www.oreluchet.ru,1c@oreluchet.ru,yes,
https://it.kscgroup.ru,kscit@kscgroup.ru,yes,
https://insarco.kz,,,
https://www.helix-group.ru,info@helix-group.ru,yes,
https://www.helix-group.ru,support@helix-group.ru,yes,
https://r-av.ru,info@r-av.ru,yes,
https://r-av.ru,sa@r-av.ru,yes,
https://www.pcs.ru,,,
https://www.1cps.ru,commerce@1cps.ru,yes,
https://www.1cps.ru,elevator@1cps.ru,yes,
https://www.1cps.ru,au@1cps.ru,yes,
https://www.1cps.ru,esio@1cps.ru,yes,
https://www.1cps.ru,geos@1cps.ru,yes,
https://www.1cps.ru,gos@1cps.ru,yes,
https://bytechsoft.by,1sale@bytechs.by,no,
https://itlogin.ru,manager@itlogin.ru,yes,
https://www.free-solutions.net,sales@free-solutions.net,yes,
https://www.free-solutions.net,info@free-solutions.net,yes,
https://dmm-it.ru,,,
https://set-r.ru,info@set-r.ru,yes,
https://rostov.programteh.ru,rostov@programteh.ru,yes,
https://www.audit-escort.ru,escort@audit-escort.ru,yes,
https://www.audit-escort.ru,marketing@audit-escort.ru,yes,
https://bizgrade.ru,hello@bizgrade.ru,yes,
https://bizgrade.ru,info@bizgrade.ru,yes,
https://it-its.ru,sales@it-its.ru,yes,
https://delotech.ru,ethic@delotech.ru,yes,
https://delotech.ru,sb@delotech.ru,yes,
https://delotech.ru,info@delotech.ru,yes,
https://delotech.ru,rozhkov.v@delotech.ru,yes,
https://crimea.legasoft.ru,crimea@legasoft.ru,yes,
https://crimea.legasoft.ru,info@legasoft.ru,yes,
https://www.kv-plata.ru,market@kv-plata.ru,yes,
https://www.kv-plata.ru,server@kv-plata.ru,yes,
https://www.profit1s.ru,,,
https://vckonstanta.com,support@vckonstanta.com,yes,
https://vckonstanta.com,info@vckonstanta.com,yes,
https://vckonstanta.com,job@vckonstanta.com,yes,
https://it-soft.ru,office@it-soft.ru,yes,
https://www.contact-vc.ru,1c@contact-vc.ru,yes,
https://ardis-group.su,,,
https://www.kskd.net,its@kskd.net,yes,
https://www.kskd.net,info@kskd.net,yes,
https://it-sirius.ru,order@it-sirius.ru,yes,
https://it-sirius.ru,info@mail.ru,no,
https://www.runa.ru,runa@runa.ru,yes,
https://www.runa.ru,goryuchkin.v@runa.ru,yes,
https://www.runa.ru,orlov_m@runa.ru,yes,
https://www.runa.ru,serg_m@runa.ru,yes,
https://www.runa.ru,kotov_i@neobuh.ru,no,
https://www.runa.ru,arzumanyan_t@runa.ru,yes,
https://www.runa.ru,medvedeva_n@runa.ru,yes,
https://www.runa.ru,patsyuk_i@runa.ru,yes,
https://www.runa.ru,galkina.e@runa.ru,yes,
https://www.runa.ru,korotaeva_y@runa.ru,yes,
https://doc-1c.ru,zakaz@doc-1c.ru,yes,
https://doc-1c.ru,zakaz@doc-market.ru,no,
https://www.sorokinltd.ru,,,
https://bytenet.ru,sales@bytenet.ru,yes,
https://www.it-sochi.ru,info@it-sochi.ru,yes,
https://www.custom-group.ru,,,
https://www.automacon.ru,its@automacon.ru,yes,
https://www.automacon.ru,infosec@automacon.ru,yes,
https://admin-samara.ru,1c@admin-samara.ru,yes,
https://admin-samara.ru,sales@admin-samara.ru,yes,
https://3c-samara.ru,1c@3c-samara.ru,yes,
https://www.bestsoft.az,office@bestsoft.az,yes,
https://www.bestsoft.az,sales@bestsoft.az,yes,
https://www.bestsoft.az,hr@bestsoft.az,yes,
https://garmonie.ru,info@garmonie.ru,yes,
https://www.lbs-it.ru,mail@lbs-it.ru,yes,
https://www.lbs-it.ru,zakaz@lbs-it.ru,yes,
https://www.koderline.kz,,,
https://alabait.ru,sale@alabait.ru,yes,
https://www.1pro.by,office@1pro.by,yes,
https://mastersoft.ru,,,
https://neoinfotech.uz,,,
https://www.keysoftadvisor.com,info@constructor.ru,no,
https://www.keysoftadvisor.com,info@keysoftadvisor.com,yes,
https://1c.digchoice.ru,info@digchoice.ru,yes,
https://astersoft.by,info@astersoft.by,yes,
https://www.acco.ru,,,
https://oksi.pro,info@oksi.pro,yes,
https://oksi.pro,oksi@oksi.pro,yes,
https://www.keys-teh.ru,info@keys-teh.ru,yes,
https://absoft.uz,info@absoft.uz,yes,
https://coderus.ru,,,
https://algoritm35.ru,opt@algoritm35.ru,yes,
https://www.alpha-s.ru,1c@alpha-s.ru,yes,
https://1c.itplan.ru,1c@itplan.ru,yes,
https://www.scmcs.ru,,,
https://www.it-ac.ru,zakaz@it-ac.ru,yes,
https://www.lcg39.ru,,,
https://www.pmkbuh.ru,mail@pmkbuh.ru,yes,
https://profi-soft.kz,zakaz@profi-soft.kz,yes,
https://fregat-vc.ru,prod@fregat-vc.ru,yes,
https://bf19.ru,abakan@bf19.ru,yes,
https://artsaterra.ru,info@artsaterra.ru,yes,
https://bit-it.ru,,,
https://smartpo.ru,info@smartpo.ru,yes,
https://www.consulting.ites.ru,,,
https://cpa-1c.ru,bs@1cbizmo.ru,no,
https://www.its22.ru,sales@its22.ru,yes,
https://www.dpo-it.ru,dpo-it@inbox.ru,no,
https://www.irbis-group.ru,,,
https://gf-fin.ru,we@gf-fin.ru,yes,
https://itc174.ru,info@itc174.ru,yes,
https://itc174.ru,info@itc-service.ru,no,
https://abcraftgroup.ru,office@abcraft.ru,no,
https://abcraftgroup.ru,prim@abcraft.ru,no,
https://www.ba-it.uz,sales@ba-it.uz,yes,
https://wisys.ru,,,
https://www.iservice.ru,info@iservice.ru,yes,
https://www.iservice.ru,zc2@p3po.ru,no,
https://www.iservice.ru,dmpro@iservice.ru,yes,
https://www.iservice.ru,rozhkova@iservice.ru,yes,
https://www.iservice.ru,lab@iservice.ru,yes,
https://www.iservice.ru,mav@iservice.ru,yes,
https://www.iservice.ru,kev@iservice.ru,yes,
https://cskz.kz,,,
https://baikalsoft.ru,sales@baikalsoft.ru,yes,
https://baikalsoft.ru,its@baikalsoft.ru,yes,
https://baikalsoft.ru,1cbo@baikalsoft.ru,yes,
https://baikalsoft.ru,elena.d@baikalsoft.ru,yes,
https://baikalsoft.ru,vera@baikalsoft.ru,yes,
https://byte-szr.ru,sales@byte-szr.ru,yes,
https://byte-szr.ru,info@byte-szr.ru,yes,
https://alta-krd.ru,mail@alta-krd.ru,yes,
https://www.eska.kz,2b@eska.kz,yes,
https://products.businesstech.store,,,
https://softyou.ru,sale@softyou.ru,yes,
https://softyou.ru,support@softyou.ru,yes,
https://softyou.ru,top@softyou.ru,yes,
https://softyou.ru,its@softyou.ru,yes,
https://softyou.ru,1cbo@softyou.ru,yes,
https://www.nevasoft.ru,office@nevasoft.ru,yes,
https://1c-galex.ru,1c@1c-galex.ru,yes,
https://www.bdosolutions.ge,,,
https://www.xn--80aamepirk0alv4l.xn--p1ai,,,
https://scs.kz,,,
https://vnedriupp.tech,info@vnedriupp.ru,no,
https://corada.ru,info@corada.ru,yes,
https://corada.ru,spb@corada.ru,yes,
https://adex-it.ru,info@adex-it.ru,yes,
https://adex-it.ru,pr@adex-it.ru,yes,
https://sistema-plus.su,zakaz@sistema-plus.su,yes,
https://sistema-plus.su,support@sistema-plus.su,yes,
https://sistema-plus.su,example@gmail.com,no,
https://marco.az,computer@marco.az,yes,
https://www.itsakh.ru,infotech@sakhalin.ru,no,
https://www.itsakh.ru,manager@itsakh.ru,yes,
https://www.itsakh.ru,235050@itsakh.ru,yes,
https://www.itsakh.ru,1c@itsakh.ru,yes,
https://www.itsakh.ru,it@itsakh.ru,yes,
https://www.itsakh.ru,its@itsakh.ru,yes,
https://mavlad.ru,order@mavlad.ru,yes,
https://www.info-line.ru,info@info-line.ru,yes,
https://www.info-line.ru,dubv@info-line.ru,yes,
https://2drt.ru,support@2drt.ru,yes,
https://kompresh.ru,market@aspj.ru,no,
https://www.aviant.ru,sale@aviant.ru,yes,
https://www.aviant.ru,info@aviant.ru,yes,
https://www.aviant.ru,buh@aviant.org,no,
https://dtst.su,info@dtst.su,yes,
https://it-vdonsk.ru,info@it-vdonsk.ru,yes,
https://garantsoft.com,garant@garantsoft.com,yes,
https://amega.systems,,,
https://www.sts.su,1c@sts.su,yes,
https://profitdv1c.ru,zakaz@profitdv1c.ru,yes,
https://www.ba58.ru,info@ba58.ru,yes,
https://828systems.ru,name@site.ru,no,
https://828systems.ru,info@828systems.ru,yes,
https://www.itgroup.pro,it@itgroup.pro,yes,
https://www.itgroup.pro,cso@itgroup.pro,yes,
https://www.itgroup.pro,efadeev@itgroup.pro,yes,
https://www.itgroup.pro,rhabibullin@itgroup.pro,yes,
https://www.itgroup.pro,web@itgroup.pro,yes,
https://www.itgroup.pro,akorneeva@itgroup.pro,yes,
https://www.itgroup.pro,mfadeeva@itgroup.pro,yes,
https://www.itgroup.pro,1c@itgroup.pro,yes,
https://www.itgroup.pro,sales@itgroup.pro,yes,
https://solution.loodsen.ru,,,
https://www.sednagroup.ru,sedna.servis@sednagroup.ru,yes,
https://www.sednagroup.ru,sedna.servis@mail.ru,no,
https://www.vesuchet.ru,vesuchet@vesuchet.ru,yes,
https://www.vesuchet.ru,info@vesuchet.ru,yes,
https://www.vesuchet.ru,vesuchet91@yandex.ru,no,
https://www.softb.ru,mail@softb.ru,yes,
https://icgroups.az,office@icgroups.az,yes,
https://1c.gke.kz,v8@1c.ru,no,
https://1c.gke.kz,hotline@1c.kz,no,
https://1c.gke.kz,prothemes.net@gmail.com,no,
https://1c.gke.kz,info@gke.kz,yes,
https://www.cobus.ru,,,
https://www.poproekt.ru,mail@poproekt.ru,yes,
https://www.poproekt.ru,its@poproekt.ru,yes,
https://www.poproekt.ru,sale@poproekt.ru,yes,
https://www.amilen.ru,office@amilen.ru,yes,
https://www.amilen.ru,support@amilen.ru,yes,
https://www.amilen.ru,buh@amilen.ruu,no,
https://www.amilen.ru,buh@amilen.ru,yes,
https://www.algoritm.com.ru,,,
https://cabinet.bellerage.ru,kedo@bellerage.com,no,
https://itllekt.ru,mail@itllekt.ru,yes,
https://www.smartex.by,info@smartex.by,yes,
https://www.vivat-iq.ru,,,
https://пт.москва,,,
https://www.elitek.ru,,,
https://www.paltusov.ru,sales@paltusov.ru,yes,
https://www.paltusov.ru,alexey@paltusov.ru,yes,
https://www.paltusov.ru,centr-1c@mail.ru,no,
https://www.paltusov.ru,its@paltusov.ru,yes,
https://www.paltusov.ru,restoran@paltusov.ru,yes,
https://dialogsoft.biz,sales@dialogsoft.biz,yes,
https://igvlg.ru,1c@igvlg.ru,yes,
https://igvlg.ru,doc@igvlg.ru,yes,
https://awarus.ru,info@awarus.ru,yes,
https://1vip.ru,info@1vip.ru,yes,
https://ec-1c.ru,1c@enginf.ru,no,
https://ec-1c.ru,mail@ec-1c.ru,yes,
https://ec-1c.ru,username@gmail.com,no,
https://www.algo-soft.ru,,,
https://xn--03-clcqjf0b7a.xn--p1ai,,,
https://www.1service.ru,info@1service.ru,yes,
https://www.1service.ru,sales@1service.ru,yes,
https://fincube.uz,info@fincube.uz,yes,
https://fincube.uz,you@company.uz,no,
https://elrosta.ru,elros@elrosta.ru,yes,
https://elrosta.ru,iso@elrosta.ru,yes,
https://www.analitgroup.ru,,,
https://www.alor-inteh.ru,info@alor-inteh.ru,yes,
https://cds-co.ru,info@cds-co.ru,yes,
https://www.maple.ru,1c@maple.ru,yes,
https://www.maple.ru,info@maple.ru,yes,
https://www.maple.ru,service@maple.ru,yes,
https://www.ss-ps.kz,,,
https://vc-bsoft.ru,info@vc-bsoft.ru,yes,
https://softprogress.ru,info@softprogress.ru,yes,
https://mrcheck-1c.ru,info@ves841n3.beget.tech,no,
https://mrcheck-1c.ru,kazan@mrcheck.ru,no,
https://www.pra.ru,info@pra.ru,yes,
https://www.it69.ru,,,
https://it-leader.org,info@it-leader.org,yes,
https://www.au-elista.ru,info@au-elista.ru,yes,
https://platansoft.ru,,,
https://www.systems36.ru,systems36@mail.ru,no,
https://www.systems36.ru,info@systems36.ru,yes,
https://buhpro.com,,,
https://www.metr-group.ru,,,
https://bugs-busters.ru,,,
https://geosoft-plus.ru,,,
https://it-prof.by,office@it-prof.by,yes,
https://it-prof.by,bitrix@it-prof.by,yes,
https://it-prof.by,support@it-prof.by,yes,
https://1-progress.kz,a.pastukhov@1-progress.kz,yes,
https://1-progress.kz,h.a@1-progress.kz,yes,
https://1-progress.kz,info@1-progress.kz,yes,
https://1-progress.kz,y.ugolkov@1-progress.kz,yes,
https://www.it-lite.ru,sales@it-lite.ru,yes,
https://www.it-lite.ru,support@it-lite.ru,yes,
https://www.it-lite.ru,partner@it-lite.ru,yes,
https://www.abs-soft.ru,,,
https://infocompskov.ru,info@infocompskov.ru,yes,
https://infocompskov.ru,mail@mail.com,no,
https://infocompskov.ru,nefedov@infocompskov.ru,yes,
https://sevcbib.ru,,,
https://itfmobil.ru,kom@itfirm.ru,no,
https://www.itdeploy.ru,contact@itdeploy.ru,yes,
https://www.itdeploy.ru,example@saprun.com,no,
https://binom-perm.ru,mail@binom-perm.ru,yes,
https://pkbasu.by,sales@pkbasu.by,yes,
https://pkbasu.by,16@pkbasu.by,yes,
https://pkbasu.by,pkbasu@pkbasu.by,yes,
https://pkbasu.by,kladovpv@pkbasu.by,yes,
https://in-grp.1c-umi.ru,,,
https://agros-it.ru,agroservice-it@mail.ru,no,
https://agros-it.ru,agros-it@mail.ru,no,
https://www.1c-victory.ru,info@1c-victory.ru,yes,
https://www.1c-victory.ru,example@mail.com,no,
https://www.1c-victory.ru,spb@1c-victory.ru,yes,
https://balanceprof.ru,info@balanceprof.ru,yes,
https://iotos.dev,info@iotos.ru,no,
https://iotos.dev,fran@iotos.ru,no,
https://mirico.uz,info@mirico.uz,yes,
https://rosskey.ru,as@rosskey.ru,yes,
https://rosskey.ru,1c@rosskey.ru,yes,
https://www.ecufa.ru,1c@ecufa.ru,yes,
https://resconcept.ru,info@resconcept.ru,yes,
https://resconcept.ru,info@westconcept.ru,no,
https://www.1c.perm.ru,,,
https://www.sisystem.ru,sales@sisystem.ru,yes,
https://intellect-resurs.ru,info@intellect-resurs.ru,yes,
https://solvix72.ru,info@kpp72.ru,no,
https://e-economy.by,info@e-economy.by,yes,
https://e-economy.by,corp@e-economy.by,yes,
https://www.softrum.ru,info@softrum.ru,yes,
https://at-1c.ru,1c@at-nn.ru,no,
https://us-prm.ru,sales@us-prm.ru,yes,
https://g-kit.ru,primer@mail.ru,no,
https://g-kit.ru,info@g-kit.ru,yes,
https://brest.1cbit.by,info@1cbit.by,yes,
https://1c.nav-it.ru,,,
https://vclis.ru,sale@vclis.ru,yes,
https://www.sodrk.ru,all@sodrk.ru,yes,
https://expert-tsk.ru,,,
https://1solution.uz,info@1solution.uz,yes,
https://www.aspektorg.ru,info@aspektorg.ru,yes,
https://www.solitonkg.ru,info@solitonkg.ru,yes,
https://www.koladigesta.ru,,,
https://www.it-kamp.ru,,,
https://www.simbirsoft.com,request@simbirsoft.com,yes,
https://www.simbirsoft.com,info@simbirsoft.com,yes,
https://www.simbirsoft.com,name@example.ru,no,
https://www.sorus.su,company@sorus.su,yes,
https://balans-soft.ru,,,
https://1cnova.ru,,,
https://legionsecurity.ru,legion@legionsecurity.ru,yes,
https://legionsecurity.ru,e.grishin@legion-pv.ru,no,
https://1cvp.ru,info@1cvp.ru,yes,
https://pstrateg.ru,msk@pstrateg.ru,yes,
https://pstrateg.ru,yus@pstrateg.ru,yes,
https://pstrateg.ru,spb@pstrateg.ru,yes,
https://analitica-soft.ru,welcome@analitica.ru,no,
https://bit-its.ru,bit-its@it4b.su,no,
https://bit-its.ru,biznesit.bratsk@gmail.com,no,
https://bit-its.ru,hotline@it4b.su,no,
https://ask-prof.ru,ask@ask-prof.ru,yes,
https://www.usk.ru,info@usk.ru,yes,
https://www.usk.ru,moscow@usk.ru,yes,
https://www.usk.ru,krasnodar@usk.ru,yes,
https://www.usk.ru,voronezh@usk.ru,yes,
https://www.usk.ru,saratov@usk.ru,yes,
https://www.usk.ru,vladimir@usk.ru,yes,
https://bellitm.com,info@bellitm.com,yes,
https://one-erp.ru,,,
https://www.softlab.su,support@softlab.su,yes,
https://ritso.ru,am@ritzio.com,no,
https://ritso.ru,am@ritso.ru,yes,
https://rarus.uz,uz@rarus.ru,no,
https://rarus.uz,k@rarus.ru,no,
https://www.iq-service.ru,info@iq1c.ru,no,
https://orus.biz,info@orus.biz,yes,
https://kompa-s.ru,kons@kompa-s.ru,yes,
https://it48.ru,info@it48.ru,yes,
https://evion-hr.ru,sale@ev-group.ru,no,
https://ask-in.ru,info@ask-in.ru,yes,
https://budgetplus.ru,budgetpls@yandex.ru,no,
https://cpo-status.ru,cpo_status@mail.ru,no,
https://1c.itat.ru,1c@i-tat.ru,no,
https://софтинфо.рф,soft-info@rambler.ru,no,
https://cdo-global.ru,name@example.ru,no,
https://cdo-global.ru,info@cdo-global.ru,yes,
https://cdo-global.ru,name@university.ru,no,
https://sotis-it.ru,,,
https://it-tyumen.ru,1c@in-tech.ru,no,
https://bsrpro.ru,office@bsrpro.ru,yes,
https://www.sovetnik44.ru,info@cov1c.ru,no,
https://www.comp-t.ru,comp_tech@list.ru,no,
https://ka35.ru,,,
https://aliit.ru,info@aliit.ru,yes,
https://www.smart-tek.ru,,,
https://www.git-c.ru,info@it-metrica.ru,no,
https://futureit.ru,sales@futureit.ru,yes,
https://globalmes.ru,info@globalmes.ru,yes,
https://lprit.ru,info@lprit.ru,yes,
https://www.impuls-ivc.ru,d1@impuls-ivc.ru,yes,
https://www.impuls-ivc.ru,butl@impuls-ivc.ru,yes,
https://www.impuls-ivc.ru,d3@impuls-ivc.ru,yes,
https://www.impuls-ivc.ru,d8@impuls-ivc.ru,yes,
https://www.impuls-ivc.ru,d5@impuls-ivc.ru,yes,
https://www.impuls-ivc.ru,impuls@impuls-ivc.ru,yes,
https://www.impuls-ivc.ru,order@impuls-ivc.ru,yes,
https://www.impuls-ivc.ru,hline@impuls-ivc.ru,yes,
https://www.impuls-ivc.ru,lan@impuls-ivc.ru,yes,
https://www.impuls-ivc.ru,rkr@impuls-ivc.ru,yes,
https://www.impuls-ivc.ru,partner@impuls-ivc.ru,yes,
https://sr74.ru,infosr74@yandex.ru,no,
https://sr74.ru,office@sr74.ru,yes,
https://www.ershovcenter.ru,info@ershovcenter.ru,yes,
https://bstek.ru,info@bstek.ru,yes,
https://mial-soft.ru,mial-soft@mail.ru,no,
https://ivbvgroup.ru,info@ivbvgroup.ru,yes,
https://bcobninsk.ru,inbox@bcobninsk.ru,yes,
https://bcobninsk.ru,1cbo@bcobninsk.ru,yes,
https://bcobninsk.ru,olga88@yandex.ru,no,
https://softteampro.uz,info@softteampro.uz,yes,
https://www.rit-group.ru,client@rit-group.ru,yes,
https://agrosoft.ru,,,
https://1concept.ru,info@1concept.ru,yes,
https://net-consult.ru,sales@net-consult.ru,yes,
https://portal-z.ru,manager@portal-z.ru,yes,
https://cleverbp.ru,help@cleverbp.ru,yes,
https://www.kiasoft.ru,,,
https://osnova-it.ru,info@osnova-it.ru,yes,
https://itob.ru,info@itob.ru,yes,
https://itob.ru,sale@itob.ru,yes,
https://itob.ru,support@itob.ru,yes,
https://www.itburo.org,itburo@yandex.ru,no,
https://www.itburo.org,info@itburo.org,yes,
https://www.itburo.org,itburo@ya.ru,no,
https://logasoftspb.ru,sale@logasoft.ru,no,
https://logasoftspb.ru,centr1c-spb@logasoft.ru,no,
https://www.vachkons.ru,eov@vachkons.ru,yes,
https://www.1c2b.ru,,,
https://daxgroup.kz,info@daxgroup.ru,no,
https://daxgroup.kz,info@daxgroup.kg,no,
https://daxgroup.kz,info@dax-group.kz,no,
https://com-pro.ru,info@com-pro.ru,yes,
https://www.its-centr.org,,,
https://bp1c.ru,businesspuls.1c@gmail.com,no,
https://1c.rssib.ru,,,
https://gem.kz,gem@gem.kz,yes,
https://www.evminform.ru,mail@evminform.ru,yes,
https://nastroyss.ru,info@lgks.ru,no,
https://24specialist.ru,mail@24specialist.ru,yes,
https://tlt-soft.ru,,,
https://yurgasoft.ru,,,
https://www.alarna.com,,,
https://itrang.ru,info@itrang.ru,yes,
https://binom.systems,,,
https://bmt1c.ru,info@bmt1c.ru,yes,
https://bmt1c.ru,support@bmt1c.ru,yes,
https://1cca.ru,zakaz@1cca.ru,yes,
https://xn----7sbybc6agioz.xn--p1ai,office@it-profi.su,no,
https://www.geekspace.ru,zapros@geekspace.ru,yes,
https://www.geekspace.ru,marketing@geekspace.ru,yes,
https://www.geekspace.ru,partners@geekspace.ru,yes,
https://elit1c.ru,info@elit1c.ru,yes,
https://prof-it.ru,helpdesk@prof-it.ru,yes,
https://prof-it.ru,haleevra@prof-it.ru,yes,
https://prof-it.ru,irene@prof-it.ru,yes,
https://prof-it.ru,olga@prof-it.ru,yes,
https://prof-it.ru,koulych@prof-it.ru,yes,
https://prof-it.ru,smeta@prof-it.ru,yes,
https://prof-it.ru,monro1982@mail.ru,no,
https://prof-it.ru,igor@coffeestudio.ru,no,
https://105.ooo,105@koderline.com,no,
https://105.ooo,vovodkov@koderline.com,no,
https://105.ooo,ovodkovv@yandex.ru,no,
https://www.uvelirsoft.ru,info@uvelirsoft.ru,yes,
https://www.uvelirsoft.ru,hotline@uvelirsoft.ru,yes,
https://www.uvelirsoft.ru,makd@uvelirsoft.ru,yes,
https://1c.platforma-it.ru,info@5547.ru,no,
https://1c.platforma-it.ru,zakaz@5547.ru,no,
https://1c.platforma-it.ru,support@5547.ru,no,
https://1c.platforma-it.ru,info@platforma-it.ru,yes,
https://www.kac.kz,kac@kac.kz,yes,
https://www.kac.kz,astana@kac.kz,yes,
https://www.kac.kz,info@wa-kac.com,no,
https://www.kac.kz,sulimiy@kac.kz,yes,
https://sps-office.ru,sps-office@mail.ru,no,
https://www.dalconsult.ru,,,
https://www.vcformula.ru,office@vcformula.ru,yes,
https://www.vcformula.ru,site@gcformula.ru,no,
https://business-itech.ru,,,
https://1c-antares.ru,help@1c-antares.ru,yes,
https://north-soft.ru,info@north-soft.ru,yes,
https://ericos-csp.ru,smetahl@ericos-csp.ru,yes,
https://ericos-csp.ru,smeta@ericos-csp.ru,yes,
https://uspeh-1c.ru,1c_uspeh@mail.ru,no,
https://365it.ru,,,
https://bsp.tagras.ru,bsplatforma@tagras.ru,yes,
https://bsp.tagras.ru,proresurs@tagras.ru,yes,
